Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,Estimates Start After
Albania,General government primary net lending/borrowing,National currency,Billions,"Source: IMF Staff Estimates Latest actual data: 2022 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Modified Cash Basis General government includes: Central Government; Local Government; Social Security Funds; Monetary Public Corporations, incl. central bank; Nonfinancial Public Corporation; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Other Accounts Receivable/Payable Primary domestic currency: Albanian lek Data last updated: 03/2023",-2.033,-4.611,-4.359,-27.073,-36.074,-23.288,14.207,10.109,9.993,3.564,-75.98,-49.505,-38.602,2022
Albania,General government primary net lending/borrowing,Percent of GDP,,See notes for:  General government primary net lending/borrowing (National currency).,-0.164,-0.355,-0.327,-2.005,-2.585,-1.624,0.965,0.652,0.611,0.211,-4.621,-2.62,-1.861,2022
Albania,General government net debt,National currency,Billions,"Source: IMF Staff Estimates Latest actual data: 2022 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Modified Cash Basis General government includes: Central Government; Local Government; Social Security Funds; Monetary Public Corporations, incl. central bank; Nonfinancial Public Corporation; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Other Accounts Receivable/Payable Primary domestic currency: Albanian lek Data last updated: 03/2023",n/a,756.42,807.38,921.361,914.43,986.827,"1,028.47","1,015.75","1,006.27","1,023.53","1,149.16","1,212.11","1,266.84",2022
Albania,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,n/a,58.158,60.577,68.246,65.536,68.802,69.846,65.505,61.481,60.496,69.897,64.138,61.083,2022
Albania,General government gross debt,National currency,Billions,"Source: IMF Staff Estimates Latest actual data: 2022 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Modified Cash Basis General government includes: Central Government; Local Government; Social Security Funds; Monetary Public Corporations, incl. central bank; Nonfinancial Public Corporation; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Other Accounts Receivable/Payable Primary domestic currency: Albanian lek Data last updated: 03/2023",715.517,772.735,828.268,950.316,"1,004.51","1,057.32","1,079.69","1,114.83","1,137.07","1,139.80","1,248.30","1,396.17","1,401.61",2022
Albania,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,57.72,59.413,62.144,70.391,71.992,73.716,73.324,71.895,69.472,67.368,75.927,73.878,67.581,2022
Albania,"Gross domestic product corresponding to fiscal year, current prices",National currency,Billions,"Source: IMF Staff Estimates Latest actual data: 2022 Reporting in calendar year: Yes Start/end months of reporting year: January/December GFS Manual used: Government Finance Statistics Manual (GFSM) 1986 Basis of recording: Modified Cash Basis General government includes: Central Government; Local Government; Social Security Funds; Monetary Public Corporations, incl. central bank; Nonfinancial Public Corporation; Valuation of public debt: Nominal value Instruments included in gross and net debt: Currency and Deposits; Loans; Other Accounts Receivable/Payable Primary domestic currency: Albanian lek Data last updated: 03/2023","1,239.65","1,300.62","1,332.81","1,350.05","1,395.31","1,434.31","1,472.48","1,550.65","1,636.73","1,691.90","1,644.08","1,889.84","2,073.97",2022
Albania,Current account balance,U.S. dollars,Billions,"Source: Central Bank Latest actual data: 2021 BOP Manual used: Balance of Payments and International Investment Position Manual, sixth edition (BPM6). Starting with the year 2013 data are provided by the authorities in BPM6. Data for prior years are converted by the staff from BPM5. Primary domestic currency: Albanian lek Data last updated: 03/2023",-1.351,-1.666,-1.257,-1.183,-1.43,-0.981,-0.898,-0.978,-1.024,-1.166,-1.315,-1.403,-1.443,2021
Albania,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-11.321,-12.917,-10.202,-9.253,-10.797,-8.609,-7.572,-7.492,-6.754,-7.571,-8.677,-7.661,-7.796,2021
Algeria,"Gross domestic product, constant prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2001 Chain-weighted: Yes, from 2005 Primary domestic currency: Algerian dinar Data last updated: 03/2023","5,988.70","6,162.37","6,371.89","6,550.30","6,799.22","7,050.79","7,276.41","7,378.28","7,466.82","7,541.49","7,156.87","7,400.21","7,617.10",2021
Algeria,"Gross domestic product, constant prices",Percent change,,"See notes for:  Gross domestic product, constant prices (National currency).",3.616,2.9,3.4,2.8,3.8,3.7,3.2,1.4,1.2,1,-5.1,3.4,2.931,2021
Algeria,"Gross domestic product, current prices",National currency,Billions,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2001 Chain-weighted: Yes, from 2005 Primary domestic currency: Algerian dinar Data last updated: 03/2023","11,991.56","14,589.00","16,209.60","16,647.90","17,228.60","16,712.69","17,514.60","18,575.70","20,393.50","20,500.20","18,476.90","22,079.30","27,751.06",2021
Algeria,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",161.207,200.02,209.059,209.755,213.81,165.979,160.034,167.498,174.868,171.673,145.656,163.138,195.415,2021
Algeria,"Gross domestic product, current prices",Purchasing power parity; international dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",471.208,494.947,497.33,497.988,506.135,477.358,471.382,478.068,495.437,509.366,489.697,529.091,582.751,2021
Algeria,"Gross domestic product, deflator",Index,,"See notes for:  Gross domestic product, constant prices (National currency) Gross domestic product, current prices (National currency).",200.237,236.743,254.392,254.155,253.391,237.033,240.704,251.762,273.122,271.832,258.17,298.361,364.326,2021
Algeria,"Gross domestic product per capita, constant prices",National currency,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","166,454.45","167,834.26","169,939.75","171,039.61","173,830.74","176,432.86","178,186.20","176,848.14","175,368.05","173,670.99","163,208.89","166,010.52","168,181.87",2019
Algeria,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,Units,"See notes for:  Gross domestic product, constant prices (National currency) Population (Persons).","10,785.25","10,874.65","11,011.07","11,082.34","11,263.19","11,431.79","11,545.39","11,458.70","11,362.79","11,252.84","10,574.95","10,756.48","10,897.17",2019
Algeria,"Gross domestic product per capita, current prices",National currency,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","333,302.68","397,336.38","432,313.64","434,705.07","440,471.44","418,203.99","428,900.97","445,236.21","478,968.01","472,093.77","421,356.41","495,309.95","612,729.83",2019
Algeria,"Gross domestic product per capita, current prices",U.S. dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","4,480.72","5,447.60","5,575.65","5,477.06","5,466.33","4,153.32","3,918.94","4,014.71","4,107.00","3,953.40","3,321.60","3,659.71","4,314.66",2019
Algeria,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,Units,"See notes for:  Gross domestic product, current prices (National currency) Population (Persons).","13,097.10","13,480.05","13,263.91","13,003.31","12,940.00","11,944.99","11,543.30","11,458.70","11,635.98","11,730.06","11,167.29","11,869.22","12,866.85",2019
Algeria,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,,,,,,,,,,,
Algeria,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,"See notes for:  Gross domestic product, current prices (National currency).",0.523,0.517,0.493,0.471,0.462,0.426,0.406,0.391,0.382,0.375,0.367,0.358,0.356,2021
Algeria,Implied PPP conversion rate,National currency per current international dollar,,"See notes for:  Gross domestic product, current prices (National currency).",25.449,29.476,32.593,33.43,34.04,35.011,37.156,38.856,41.163,40.246,37.731,41.731,47.621,2021
Algeria,Total investment,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2001 Chain-weighted: Yes, from 2005 Primary domestic currency: Algerian dinar Data last updated: 03/2023",41.43,38.055,39.158,43.39,45.554,50.781,50.778,48.049,47.415,44.694,41.641,37.237,31.448,2021
Algeria,Gross national savings,Percent of GDP,,"Source: National Statistics Office Latest actual data: 2021 National accounts manual used: System of National Accounts (SNA) 1993 GDP valuation: Market prices Reporting in calendar year: Yes Start/end months of reporting year: January/December Base year: 2001 Chain-weighted: Yes, from 2005 Primary domestic currency: Algerian dinar Data last updated: 03/2023",48.936,47.946,45.034,43.778,41.131,34.326,34.221,34.717,37.743,34.817,28.795,34.414,38.609,2021
Algeria,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 2001 Primary domestic currency: Algerian dinar Data last updated: 03/2023,136.23,142.36,155.053,160.1,164.77,172.653,183.699,193.97,202.253,206.2,211.18,226.44,247.425,2022
Algeria,"Inflation, average consumer prices",Percent change,,"See notes for:  Inflation, average consumer prices (Index).",3.911,4.5,8.916,3.255,2.917,4.784,6.398,5.591,4.27,1.952,2.415,7.226,9.267,2022
Algeria,"Inflation, end of period consumer prices",Index,,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 2001 Primary domestic currency: Algerian dinar Data last updated: 03/2023,138.216,145.348,158.48,160.3,168.72,176.08,188.33,197.62,202.96,207.9,215.21,233.47,255.17,2022
